TGs,Potential_TFs,Predicted_TFBS,match_score
ST3GAL1,BCL11A,-,5.26451530530818
ROR2,BCL11A,-,5.2632385329886
FOXJ3,BCL11A,-,5.30425484375499
ABCA4,BCL11A,-,5.26451530530818
LRRC71,BCL11A,-,5.45459478438507
XPNPEP1,BCL11A,-,5.26515369146797
CFAP46,BCL11A,-,5.5470011810144
RHOG,BCL11A,-,5.26275974336876
LTBR,BCL11A,-,6.16208624597019
LINC00327,BCL11A,-,5.24584251013438
LINC00239,BCL11A,-,5.21903029142328
EXOC3L4,BCL11A,-,5.26451530530818
RORA,BCL11A,-,5.24584251013438
EWSAT1,BCL11A,-,5.25015161671295
MAN2C1,BCL11A,-,5.56343962462894
TMEM266,BCL11A,-,5.26515369146797
ZNF785,BCL11A,-,5.26451530530818
RAI1,BCL11A,-,5.2632385329886
EPN2,BCL11A,-,5.25015161671295
FMNL1,BCL11A,-,5.2632385329886
ARHGAP27,BCL11A,-,5.2632385329886
NFE2L1,BCL11A,-,5.26515369146797
RNF213,BCL11A,-,5.30425484375499
HGS,BCL11A,-,5.30425484375499
KXD1,BCL11A,-,5.25015161671295
LILRB1,BCL11A,-,5.2632385329886
TBR1,BCL11A,-,5.2632385329886
TMBIM1,BCL11A,-,5.30425484375499
PNKD,BCL11A,-,5.5470011810144
UPB1,BCL11A,-,5.50614446678796
PPARG,BCL11A,-,5.45459478438507
STAC,BCL11A,-,5.2632385329886
NBEAL2,BCL11A,-,5.25238596827221
NISCH,BCL11A,-,5.56343962462894
NT5DC2,BCL11A,-,5.25015161671295
BBX,BCL11A,-,5.26515369146797
CEP63,BCL11A,-,5.25238596827221
MFSD1,BCL11A,-,5.45459478438507
LINC00885,BCL11A,-,5.28973155861981
GAK,BCL11A,-,5.26451530530818
LAP3,BCL11A,-,5.41501484247821
DLK2,BCL11A,-,5.26515369146797
PLAGL1,BCL11A,-,5.50614446678796
TMEM184A,BCL11A,-,5.25015161671295
JAZF1,BCL11A,-,5.25015161671295
COPS6,BCL11A,-,5.5470011810144
RARRES2,BCL11A,-,5.50614446678796
MYOM2,BCL11A,-,5.26483449838807
SFTPC,BCL11A,-,5.5470011810144
ZHX2,BCL11A,-,5.28973155861981
PVT1,BCL11A,-,5.25557789907115
PGM5P3-AS1,BCL11A,-,5.25557789907115
CTSL,BCL11A,-,5.26451530530818
SLC25A25,BCL11A,-,5.26451530530818
NACC2,BCL11A,-,5.26515369146797
ASB9,BCL11A,-,5.26451530530818
MED12,BCL11A,-,5.50614446678796
MMP23B,IKZF2,-,5.90727349317233
CDK11A,IKZF2,-,4.93024888545652
TNFRSF25,IKZF2,-,4.92094639660196
SLC2A5,IKZF2,-,4.92173623056131
GPR157,IKZF2,-,5.90727349317233
TEX46,IKZF2,-,4.92805490223611
ZNF436-AS1,IKZF2,-,4.92094639660196
MAP7D1,IKZF2,-,4.93358373995156
PPIH,IKZF2,-,4.92296486116474
ST3GAL3,IKZF2,-,4.93358373995156
ARTN,IKZF2,-,4.92024432197143
PODN,IKZF2,-,4.93999017095517
PLPPR5,IKZF2,-,4.93999017095517
NTNG1,IKZF2,-,4.92024432197143
ST7L,IKZF2,-,4.91980552532734
LINC01138,IKZF2,-,4.91980552532734
LENEP,IKZF2,-,4.92024432197143
TMEM79,IKZF2,-,4.92024432197143
LRRC71,IKZF2,-,4.92954681082599
PIK3C2B,IKZF2,-,4.92805490223611
C4BPA,IKZF2,-,4.91980552532734
MARK1,IKZF2,-,4.93024888545652
FRMD4A,IKZF2,-,4.92094639660196
SVIL,IKZF2,-,4.94472917471127
LNCAROD,IKZF2,-,4.91866465405273
KCNMA1,IKZF2,-,5.90727349317233
XPNPEP1,IKZF2,-,4.92024432197143
ADD3,IKZF2,-,4.92235054586303
SCART1,IKZF2,-,4.94472917471127
RIC8A,IKZF2,-,5.90727349317233
PTDSS2,IKZF2,-,4.93358373995156
RHOG,IKZF2,-,4.91884017271036
GAS2,IKZF2,-,4.92024432197143
CD44,IKZF2,-,4.92068311861551
DDB2,IKZF2,-,4.92094639660196
SERPING1,IKZF2,-,4.92296486116474
VEGFB,IKZF2,-,4.92954681082599
TMEM262,IKZF2,-,4.92235054586303
TSGA10IP,IKZF2,-,4.92094639660196
SSH3,IKZF2,-,4.92094639660196
TCIRG1,IKZF2,-,4.93024888545652
RAB30,IKZF2,-,4.91866465405273
ATM,IKZF2,-,4.91884017271036
A2M,IKZF2,-,4.91980552532734
OLR1,IKZF2,-,4.92296486116474
KLRK1,IKZF2,-,4.93999017095517
PRR4,IKZF2,-,4.93024888545652
AEBP2,IKZF2,-,4.91884017271036
KIF21A,IKZF2,-,4.91866465405273
TXNRD1,IKZF2,-,4.93358373995156
MAP1LC3B2,IKZF2,-,4.91866465405273
MSI1,IKZF2,-,4.93165303471759
HPD,IKZF2,-,4.93024888545652
OGFOD2,IKZF2,-,4.92094639660196
NCOR2,IKZF2,-,4.92094639660196
LINC00327,IKZF2,-,4.95131112437252
LINC00543,IKZF2,-,4.93358373995156
LINC00598,IKZF2,-,5.90727349317233
NYNRIN,IKZF2,-,4.93999017095517
LINC01588,IKZF2,-,4.92094639660196
SLC38A6,IKZF2,-,4.93358373995156
SERPINA1,IKZF2,-,4.91866465405273
PAK6,IKZF2,-,4.92068311861551
CCDC32,IKZF2,-,4.92805490223611
TUBGCP4,IKZF2,-,4.92235054586303
TMEM266,IKZF2,-,5.90727349317233
AP3B2,IKZF2,-,4.92235054586303
SV2B,IKZF2,-,4.92173623056131
CIAO3,IKZF2,-,5.90727349317233
UBE2I,IKZF2,-,5.90727349317233
PRSS33,IKZF2,-,4.92024432197143
IL4R,IKZF2,-,4.93024888545652
DOC2A,IKZF2,-,4.94472917471127
ZNF785,IKZF2,-,4.93999017095517
CYLD,IKZF2,-,4.93999017095517
PLA2G15,IKZF2,-,4.92094639660196
PMFBP1,IKZF2,-,4.91980552532734
CFDP1,IKZF2,-,4.93024888545652
COX4I1,IKZF2,-,4.92068311861551
BANP,IKZF2,-,4.92173623056131
ZC3H18,IKZF2,-,4.92024432197143
ACSF3,IKZF2,-,4.92954681082599
WDR81,IKZF2,-,4.92068311861551
RAP1GAP2,IKZF2,-,5.90727349317233
USP6,IKZF2,-,4.92094639660196
SLC13A5,IKZF2,-,4.92024432197143
DVL2,IKZF2,-,5.90727349317233
ARHGAP44,IKZF2,-,4.92094639660196
RAI1,IKZF2,-,4.93024888545652
EPN2,IKZF2,-,4.91980552532734
PHF12,IKZF2,-,4.92805490223611
PIPOX,IKZF2,-,4.92296486116474
ERBB2,IKZF2,-,4.93024888545652
CSF3,IKZF2,-,4.92235054586303
CASC3,IKZF2,-,4.92173623056131
KAT2A,IKZF2,-,4.92068311861551
ETV4,IKZF2,-,4.92068311861551
MAP3K14,IKZF2,-,4.93024888545652
KANSL1,IKZF2,-,5.90727349317233
TMEM92,IKZF2,-,4.91980552532734
SRSF1,IKZF2,-,4.93165303471759
CD79B,IKZF2,-,4.93024888545652
RNF213,IKZF2,-,4.93024888545652
ENDOV,IKZF2,-,4.92024432197143
SLC38A10,IKZF2,-,4.92954681082599
P4HB,IKZF2,-,4.93024888545652
GNAL,IKZF2,-,4.91866465405273
DTNA,IKZF2,-,4.91980552532734
TCF4,IKZF2,-,4.92094639660196
FZR1,IKZF2,-,4.91866465405273
MAP2K2,IKZF2,-,4.93999017095517
PGLYRP2,IKZF2,-,4.92094639660196
COLGALT1,IKZF2,-,4.92173623056131
PIK3R2,IKZF2,-,4.92024432197143
MAU2,IKZF2,-,4.92954681082599
NPHS1,IKZF2,-,4.94472917471127
SPINT2,IKZF2,-,4.92954681082599
FBXO17,IKZF2,-,4.92094639660196
NKPD1,IKZF2,-,4.93999017095517
DACT3,IKZF2,-,4.92094639660196
LIN7B,IKZF2,-,4.91866465405273
PIH1D1,IKZF2,-,4.93165303471759
TMC4,IKZF2,-,4.92024432197143
KIR2DL3,IKZF2,-,4.92647523431741
SSC5D,IKZF2,-,4.94472917471127
ZNF444,IKZF2,-,4.93999017095517
SNTG2,IKZF2,-,5.90727349317233
DTNB,IKZF2,-,4.92235054586303
OTOF,IKZF2,-,4.93024888545652
STPG4,IKZF2,-,4.93024888545652
AAK1,IKZF2,-,4.91980552532734
LINC01114,IKZF2,-,4.91884017271036
LINC01876,IKZF2,-,4.93999017095517
DPP4,IKZF2,-,4.91884017271036
HOXD11,IKZF2,-,4.92805490223611
VIL1,IKZF2,-,4.92094639660196
ASIC4,IKZF2,-,5.90727349317233
SP140,IKZF2,-,4.93999017095517
AGAP1,IKZF2,-,4.93999017095517
LINC01238,IKZF2,-,4.92235054586303
BLCAP,IKZF2,-,4.91980552532734
KCNB1,IKZF2,-,4.92094639660196
RIPOR3,IKZF2,-,4.95131112437252
SLCO4A1,IKZF2,-,4.93024888545652
LINC00189,IKZF2,-,4.92173623056131
SLC37A1,IKZF2,-,4.93999017095517
POFUT2,IKZF2,-,4.94472917471127
CDC45,IKZF2,-,4.92954681082599
MED15,IKZF2,-,4.93358373995156
LZTR1,IKZF2,-,4.92954681082599
CABIN1,IKZF2,-,5.90727349317233
PICK1,IKZF2,-,4.93999017095517
DMC1,IKZF2,-,5.90727349317233
KIAA0930,IKZF2,-,4.92296486116474
HDAC10,IKZF2,-,4.91884017271036
SBF1,IKZF2,-,4.93999017095517
CHKB,IKZF2,-,4.91884017271036
METTL6,IKZF2,-,4.93999017095517
FBXL2,IKZF2,-,4.92024432197143
SCN11A,IKZF2,-,4.92296486116474
ALAS1,IKZF2,-,4.92954681082599
NISCH,IKZF2,-,4.92068311861551
NT5DC2,IKZF2,-,4.92094639660196
ARHGEF3,IKZF2,-,5.90727349317233
PLXND1,IKZF2,-,4.93358373995156
DZIP1L,IKZF2,-,4.92954681082599
PLSCR4,IKZF2,-,4.91980552532734
MFSD1,IKZF2,-,4.92068311861551
ETV5,IKZF2,-,4.92068311861551
TFRC,IKZF2,-,4.92094639660196
GAK,IKZF2,-,4.93999017095517
HTRA3,IKZF2,-,4.92024432197143
SEPTIN11,IKZF2,-,4.92024432197143
CNOT6L,IKZF2,-,4.92068311861551
PRKG2,IKZF2,-,4.92296486116474
HNRNPD,IKZF2,-,4.91980552532734
ETNPPL,IKZF2,-,5.90727349317233
MGAT4D,IKZF2,-,4.93999017095517
RAPGEF2,IKZF2,-,4.92805490223611
FAM149A,IKZF2,-,4.93999017095517
TRIO,IKZF2,-,4.92068311861551
IL31RA,IKZF2,-,4.92094639660196
PDE4D,IKZF2,-,4.91980552532734
ANKDD1B,IKZF2,-,4.95131112437252
ZNF608,IKZF2,-,4.91884017271036
P4HA2,IKZF2,-,4.92954681082599
MATR3,IKZF2,-,4.92173623056131
LINC01844,IKZF2,-,4.91980552532734
MGAT4B,IKZF2,-,4.92954681082599
ELOVL2-AS1,IKZF2,-,4.92068311861551
C2,IKZF2,-,4.93999017095517
RNF8,IKZF2,-,4.92805490223611
KCNK17,IKZF2,-,4.93999017095517
PPP2R5D,IKZF2,-,4.93024888545652
CAPN11,IKZF2,-,4.93999017095517
RUNX2,IKZF2,-,4.92173623056131
NDUFAF4,IKZF2,-,4.91980552532734
BVES-AS1,IKZF2,-,4.93024888545652
PRDM1,IKZF2,-,5.90727349317233
CCN2,IKZF2,-,4.93358373995156
LINC01010,IKZF2,-,4.92647523431741
PLAGL1,IKZF2,-,4.91980552532734
RAC1,IKZF2,-,5.90727349317233
ICA1,IKZF2,-,4.92094639660196
HOTAIRM1,IKZF2,-,4.93999017095517
GRB10,IKZF2,-,4.92647523431741
RHBDD2,IKZF2,-,4.93999017095517
DTX2,IKZF2,-,4.95131112437252
MAGI2-AS3,IKZF2,-,4.93999017095517
CROT,IKZF2,-,4.92173623056131
TECPR1,IKZF2,-,4.93358373995156
NCAPG2,IKZF2,-,4.92068311861551
FAM66E,IKZF2,-,4.92024432197143
SFTPC,IKZF2,-,4.93165303471759
CLU,IKZF2,-,4.93358373995156
RSPO2,IKZF2,-,4.93999017095517
FAM83A,IKZF2,-,5.90727349317233
PARP10,IKZF2,-,5.90727349317233
VLDLR,IKZF2,-,4.93024888545652
FGD3,IKZF2,-,4.92173623056131
BARX1,IKZF2,-,4.93999017095517
ALDOB,IKZF2,-,5.90727349317233
AKNA,IKZF2,-,4.92173623056131
CERCAM,IKZF2,-,4.92024432197143
LRRC8A,IKZF2,-,4.93358373995156
LINC01503,IKZF2,-,4.92024432197143
POMT1,IKZF2,-,4.92173623056131
NACC2,IKZF2,-,4.93024888545652
ENTR1,IKZF2,-,4.92024432197143
EHMT1,IKZF2,-,4.91980552532734
ASB9,IKZF2,-,4.92068311861551
SH3KBP1,IKZF2,-,4.92024432197143
TRO,IKZF2,-,4.92094639660196
OPHN1,IKZF2,-,4.92024432197143
IRAK1,IKZF2,-,4.94472917471127
MMP23B,IKZF2,-,4.92024432197143
CDK11A,IKZF2,-,5.90727349317233
MEGF6,IKZF2,-,5.90727349317233
TEX46,IKZF2,-,4.93358373995156
MDS2,IKZF2,-,4.92094639660196
SLC30A2,IKZF2,-,4.93999017095517
SYTL1,IKZF2,-,4.93024888545652
PTAFR,IKZF2,-,4.92173623056131
MAP7D1,IKZF2,-,4.92068311861551
PPT1,IKZF2,-,5.90727349317233
P3H1,IKZF2,-,4.91866465405273
ST3GAL3,IKZF2,-,5.90727349317233
UROD,IKZF2,-,4.91866465405273
HIPK1,IKZF2,-,4.92235054586303
CSDE1,IKZF2,-,4.92805490223611
ATP1A1,IKZF2,-,4.91980552532734
SCAMP3,IKZF2,-,4.91980552532734
LRRC71,IKZF2,-,4.92024432197143
NAV1,IKZF2,-,4.93358373995156
FAM107B,IKZF2,-,4.93024888545652
PIP4K2A,IKZF2,-,4.92647523431741
LNCAROD,IKZF2,-,4.91980552532734
SH2D4B,IKZF2,-,4.92094639660196
ADD3,IKZF2,-,4.92173623056131
PTDSS2,IKZF2,-,4.92296486116474
GATD1,IKZF2,-,4.93024888545652
OSBPL5,IKZF2,-,4.95131112437252
CAT,IKZF2,-,4.92954681082599
CD44,IKZF2,-,4.92068311861551
DDB2,IKZF2,-,4.93024888545652
SERPING1,IKZF2,-,4.94472917471127
VEGFB,IKZF2,-,4.93165303471759
TMEM262,IKZF2,-,4.92094639660196
TSGA10IP,IKZF2,-,4.92024432197143
CTSF,IKZF2,-,4.92094639660196
SSH3,IKZF2,-,4.93024888545652
LRRC32,IKZF2,-,4.92954681082599
MYO7A,IKZF2,-,5.90727349317233
DIXDC1,IKZF2,-,5.90727349317233
SIAE,IKZF2,-,4.93024888545652
OLR1,IKZF2,-,4.91884017271036
ETV6,IKZF2,-,4.92954681082599
GPRC5D-AS1,IKZF2,-,4.95131112437252
ST8SIA1,IKZF2,-,4.93999017095517
HOTAIR,IKZF2,-,5.90727349317233
WSCD2,IKZF2,-,4.93999017095517
TMEM116,IKZF2,-,4.91866465405273
MSI1,IKZF2,-,4.92647523431741
LINC00327,IKZF2,-,5.90727349317233
RUBCNL,IKZF2,-,4.92805490223611
DLEU7,IKZF2,-,4.92024432197143
OR6J1,IKZF2,-,5.90727349317233
NOVA1,IKZF2,-,4.91980552532734
LINC01588,IKZF2,-,4.92094639660196
SLC38A6,IKZF2,-,4.93999017095517
FOXN3,IKZF2,-,4.91884017271036
FBLN5,IKZF2,-,4.93999017095517
ITPK1,IKZF2,-,4.93358373995156
EXOC3L4,IKZF2,-,4.92094639660196
MEIS2,IKZF2,-,4.93024888545652
SMAD3,IKZF2,-,4.92805490223611
EWSAT1,IKZF2,-,4.91980552532734
AP3B2,IKZF2,-,4.92094639660196
ALDH1A3,IKZF2,-,4.92024432197143
CCDC154,IKZF2,-,5.90727349317233
CARHSP1,IKZF2,-,4.91980552532734
GRIN2A,IKZF2,-,4.92954681082599
CIITA,IKZF2,-,4.92173623056131
MYH11,IKZF2,-,4.92173623056131
ACSM5,IKZF2,-,5.90727349317233
ATXN2L,IKZF2,-,4.91980552532734
DOC2A,IKZF2,-,4.92024432197143
ITGAL,IKZF2,-,4.92173623056131
ZNF785,IKZF2,-,4.93999017095517
MYLK3,IKZF2,-,4.92173623056131
CYLD,IKZF2,-,4.92954681082599
CPNE2,IKZF2,-,4.93024888545652
KIFC3,IKZF2,-,4.95131112437252
DPEP2NB,IKZF2,-,4.92173623056131
BCAR1,IKZF2,-,4.93999017095517
ZC3H18,IKZF2,-,4.93358373995156
ABR,IKZF2,-,4.95131112437252
INPP5K,IKZF2,-,4.93999017095517
ARHGAP44,IKZF2,-,4.92024432197143
EPN2,IKZF2,-,4.92094639660196
KCNJ12,IKZF2,-,4.91980552532734
PIPOX,IKZF2,-,4.93024888545652
CSF3,IKZF2,-,4.93999017095517
DNAJC7,IKZF2,-,4.92024432197143
EZH1,IKZF2,-,5.90727349317233
ETV4,IKZF2,-,4.93358373995156
FTSJ3,IKZF2,-,5.90727349317233
CD79B,IKZF2,-,4.92024432197143
TTYH2,IKZF2,-,5.90727349317233
SLC16A5,IKZF2,-,4.93999017095517
MYO15B,IKZF2,-,4.93024888545652
RNF213,IKZF2,-,4.92954681082599
P4HB,IKZF2,-,4.92094639660196
PYCR1,IKZF2,-,4.93024888545652
DUS1L,IKZF2,-,4.92094639660196
PTPN2,IKZF2,-,4.93358373995156
MBP,IKZF2,-,5.90727349317233
MADCAM1,IKZF2,-,4.93999017095517
KHSRP,IKZF2,-,4.93358373995156
TIMM44,IKZF2,-,5.90727349317233
SLC44A2,IKZF2,-,4.92954681082599
TNPO2,IKZF2,-,4.92235054586303
RFX1,IKZF2,-,4.92296486116474
COLGALT1,IKZF2,-,4.91866465405273
PIK3R2,IKZF2,-,4.93024888545652
LINC01766,IKZF2,-,4.92296486116474
ARHGAP33,IKZF2,-,4.93024888545652
NKPD1,IKZF2,-,4.93999017095517
EML2,IKZF2,-,4.93999017095517
FUT2,IKZF2,-,4.92094639660196
SNTG2,IKZF2,-,5.90727349317233
REL,IKZF2,-,4.92094639660196
XPO1,IKZF2,-,4.92235054586303
AAK1,IKZF2,-,5.90727349317233
PCBP1-AS1,IKZF2,-,4.91866465405273
ELMOD3,IKZF2,-,4.93024888545652
ST3GAL5,IKZF2,-,4.93999017095517
CYTOR,IKZF2,-,5.90727349317233
LINC01114,IKZF2,-,5.90727349317233
PANTR1,IKZF2,-,4.93165303471759
PAX8-AS1,IKZF2,-,4.93024888545652
MYO7B,IKZF2,-,4.92173623056131
SMPD4,IKZF2,-,4.91866465405273
LINC01876,IKZF2,-,4.92024432197143
TNS1,IKZF2,-,4.93024888545652
ABCB6,IKZF2,-,4.92173623056131
PTPRN,IKZF2,-,4.92954681082599
HDAC4,IKZF2,-,4.91866465405273
SLC23A2,IKZF2,-,4.95131112437252
SPTLC3,IKZF2,-,4.93358373995156
PLCG1,IKZF2,-,5.90727349317233
LINC00649,IKZF2,-,4.92068311861551
RIPPLY3,IKZF2,-,4.93999017095517
ERG,IKZF2,-,4.92296486116474
CABIN1,IKZF2,-,4.92024432197143
UPB1,IKZF2,-,4.92805490223611
DMC1,IKZF2,-,4.92805490223611
MOV10L1,IKZF2,-,4.92024432197143
CHKB,IKZF2,-,5.90727349317233
RABL2B,IKZF2,-,4.92024432197143
HDAC11,IKZF2,-,4.93358373995156
GPD1L,IKZF2,-,4.91884017271036
STAC,IKZF2,-,4.93024888545652
GASK1A,IKZF2,-,4.92094639660196
NBEAL2,IKZF2,-,4.92094639660196
GRM2,IKZF2,-,4.93999017095517
NT5DC2,IKZF2,-,4.95131112437252
UBA3,IKZF2,-,4.91866465405273
DCBLD2,IKZF2,-,4.92094639660196
MYH15,IKZF2,-,4.92235054586303
CD200,IKZF2,-,4.92173623056131
PLSCR4,IKZF2,-,4.92024432197143
ARHGEF26,IKZF2,-,4.93024888545652
MME,IKZF2,-,4.93024888545652
EIF2B5,IKZF2,-,4.91980552532734
EIF4G1,IKZF2,-,4.92094639660196
GAK,IKZF2,-,4.93024888545652
LIAS,IKZF2,-,4.91884017271036
RUFY3,IKZF2,-,4.92647523431741
SCARB2,IKZF2,-,4.91866465405273
SEPTIN11,IKZF2,-,4.92068311861551
CNOT6L,IKZF2,-,4.93999017095517
PRKG2,IKZF2,-,5.90727349317233
RASGEF1B,IKZF2,-,5.90727349317233
SNCA,IKZF2,-,4.95131112437252
LINC01091,IKZF2,-,4.91866465405273
MGAT4D,IKZF2,-,4.93999017095517
SPOCK3,IKZF2,-,4.94472917471127
IL31RA,IKZF2,-,5.90727349317233
PDE4D,IKZF2,-,4.91980552532734
P4HA2,IKZF2,-,4.92296486116474
CXXC5,IKZF2,-,4.93024888545652
IK,IKZF2,-,4.92068311861551
LINC01844,IKZF2,-,4.92296486116474
STK10,IKZF2,-,5.90727349317233
C2,IKZF2,-,4.92094639660196
RNF8,IKZF2,-,4.91980552532734
FRS3,IKZF2,-,4.91980552532734
PPP2R5D,IKZF2,-,4.91884017271036
SPATS1,IKZF2,-,4.92805490223611
RUNX2,IKZF2,-,4.93024888545652
HOTAIRM1,IKZF2,-,4.92173623056131
AUTS2,IKZF2,-,4.91866465405273
DTX2,IKZF2,-,4.92235054586303
GNG11,IKZF2,-,4.92805490223611
PON3,IKZF2,-,4.92024432197143
TSPAN12,IKZF2,-,4.92173623056131
PNMA2,IKZF2,-,5.90727349317233
CLU,IKZF2,-,4.92296486116474
ZFHX4,IKZF2,-,4.93024888545652
ENPP2,IKZF2,-,4.92068311861551
RNF139,IKZF2,-,4.93024888545652
LINC00964,IKZF2,-,4.93358373995156
PVT1,IKZF2,-,4.92024432197143
ST3GAL1,IKZF2,-,4.92068311861551
PHF24,IKZF2,-,4.93358373995156
STOML2,IKZF2,-,4.92094639660196
NAMA,IKZF2,-,5.90727349317233
ALDOB,IKZF2,-,4.91884017271036
LRRC8A,IKZF2,-,4.92296486116474
QSOX2,IKZF2,-,4.93165303471759
ENTR1,IKZF2,-,4.92094639660196
TRO,IKZF2,-,4.91866465405273
EDA2R,IKZF2,-,4.92024432197143
NLGN3,IKZF2,-,4.95131112437252
L1CAM,IKZF2,-,4.93024888545652
IRAK1,IKZF2,-,4.92954681082599
SLC30A2,ZBED4,-,7.06265133171913
SYT6,ZBED4,-,7.09443099273608
LRRC71,ZBED4,-,6.73577481840194
KNDC1,ZBED4,-,7.38347457627119
RIC8A,ZBED4,-,6.67372881355932
SLC22A18,ZBED4,-,6.61319612590799
BAD,ZBED4,-,6.61168280871671
BTG4,ZBED4,-,7.36682808716707
PAPLN,ZBED4,-,6.74939467312349
CCDC197,ZBED4,-,6.60714285714286
GSC,ZBED4,-,6.90980629539952
EXOC3L4,ZBED4,-,6.60108958837772
CNEP1R1,ZBED4,-,6.81749394673124
ZC3H18,ZBED4,-,7.49546004842615
ARHGAP44,ZBED4,-,6.84473365617433
RHBDL3,ZBED4,-,6.71004842615012
TMEM92,ZBED4,-,6.84170702179177
ENDOV,ZBED4,-,6.81749394673124
TM6SF2,ZBED4,-,6.71004842615012
PCOLCE2,ZBED4,-,6.8568401937046
FAM149A,ZBED4,-,6.90980629539952
LIFR-AS1,ZBED4,-,6.78268765133172
CCNJL,ZBED4,-,7.38347457627119
CCZ1B,ZBED4,-,7.14739709443099
DTX2,ZBED4,-,6.79933414043584
ST3GAL1,ZBED4,-,7.41374092009685
RGS7,ZBED4,-,6.87802663438257
VWA2,ZBED4,-,6.89164648910412
MYRF,ZBED4,-,6.59503631961259
PTHLH,ZBED4,-,7.68311138014528
GALNT9,ZBED4,-,7.39406779661017
PRKD1,ZBED4,-,7.08989104116223
ONECUT1,ZBED4,-,6.60108958837772
CCDC154,ZBED4,-,6.60714285714286
GRIN2A,ZBED4,-,6.59957627118644
MYH11,ZBED4,-,6.89618644067797
COX4I1,ZBED4,-,6.81749394673124
WDR81,ZBED4,-,6.59352300242131
SLC13A5,ZBED4,-,7.02330508474576
DVL2,ZBED4,-,6.61319612590799
POLRMT,ZBED4,-,7.82536319612591
MAN2B1,ZBED4,-,7.08837772397094
RFX1,ZBED4,-,7.33807506053269
ARHGAP33,ZBED4,-,6.80084745762712
ANKRD23,ZBED4,-,7.17009685230024
TBR1,ZBED4,-,6.84473365617434
AGAP1,ZBED4,-,6.71610169491525
KIF1A,ZBED4,-,7.4455205811138
SULT4A1,ZBED4,-,8.23244552058112
GRM2,ZBED4,-,6.80084745762712
LINC02004,ZBED4,-,6.72820823244552
CLCN2,ZBED4,-,6.74939467312349
HTRA3,ZBED4,-,6.7751210653753
FAM149A,ZBED4,-,6.78268765133172
CTNND2,ZBED4,-,6.63286924939467
ANKDD1B,ZBED4,-,7.59836561743341
RCAN2,ZBED4,-,6.59957627118644
CCZ1B,ZBED4,-,6.67372881355932
RARRES2,ZBED4,-,6.64043583535109
XKR5,ZBED4,-,6.60108958837772
EHMT1,ZBED4,-,6.71004842615012
HUWE1,ZBED4,-,6.76906779661017
PNCK,ZBED4,-,6.85835351089588
MEGF6,ZBTB11,-,6.44828449787127
LEMD1,ZBTB11,-,7.32231404958678
PTHLH,ZBTB11,-,6.57600801402454
UACA,ZBTB11,-,6.59687786960514
HGS,ZBTB11,-,6.42449286250939
MAP2K2,ZBTB11,-,7.07104098839636
RAB11FIP5,ZBTB11,-,6.51256365305952
GAK,ZBTB11,-,6.56473829201102
AGAP3,ZBTB11,-,6.44202354119709
TRO,ZBTB11,-,8.01435846063945
CRYBG2,ZBTB11,-,7.19959929877285
TXNRD1,ZBTB11,-,6.46957175056349
MSI1,ZBTB11,-,6.52174638951498
BCAR1,ZBTB11,-,7.05392770682027
SLC13A5,ZBTB11,-,6.52174638951498
DVL2,ZBTB11,-,6.46247599966608
SLC16A5,ZBTB11,-,6.43033642207196
CHAF1A,ZBTB11,-,7.3160530929126
MAN2B1,ZBTB11,-,6.56473829201102
PIH1D1,ZBTB11,-,6.42783203940229
ASIC4,ZBTB11,-,6.44494532097838
FAM83A,ZBTB11,-,6.5709992486852
GPAA1,ZBTB11,-,6.43033642207196
AKNA,ZBTB11,-,6.46873695634026
DACH2,ZBTB11,-,6.4491192920945
CDK11A,ZBTB24,-,6.496138996139
SRM,ZBTB24,-,6.50337837837838
LRRC71,ZBTB24,-,6.64695945945946
CD1E,ZBTB24,-,6.71935328185328
SLC16A9,ZBTB24,-,6.4563223938224
KNDC1,ZBTB24,-,6.51303088803089
CD9,ZBTB24,-,6.37427606177606
LINC00239,ZBTB24,-,6.66023166023166
MAPKBP1,ZBTB24,-,6.5094111969112
PMFBP1,ZBTB24,-,6.44425675675676
ACSF3,ZBTB24,-,6.70125482625483
ARHGAP44,ZBTB24,-,6.51544401544402
EPN2,ZBTB24,-,6.44425675675676
PIPOX,ZBTB24,-,6.62524131274131
CSF3,ZBTB24,-,6.4695945945946
RAB5C,ZBTB24,-,6.71694015444016
HGS,ZBTB24,-,6.63851351351351
PYCR1,ZBTB24,-,7.24300193050193
DUS1L,ZBTB24,-,6.38996138996139
MADCAM1,ZBTB24,-,6.60593629343629
RAB11FIP5,ZBTB24,-,6.38513513513514
AGAP1,ZBTB24,-,6.37668918918919
SPTLC3,ZBTB24,-,6.43460424710425
RIPPLY3,ZBTB24,-,6.59266409266409
P4HTM,ZBTB24,-,6.52027027027027
LINC00885,ZBTB24,-,6.36824324324324
CTBP1-AS,ZBTB24,-,6.66143822393823
HTRA3,ZBTB24,-,6.44546332046332
DDR1,ZBTB24,-,6.49734555984556
BRD2,ZBTB24,-,6.35135135135135
PPP2R5D,ZBTB24,-,7.05719111969112
ST3GAL1,ZBTB24,-,6.50458494208494
FAM225B,ZBTB24,-,7.17664092664093
EDA2R,ZBTB24,-,6.50699806949807
NLGN3,ZBTB24,-,6.47804054054054
MDS2,ZBTB24,-,6.33807915057915
ARTN,ZBTB24,-,6.73262548262548
LENEP,ZBTB24,-,6.50458494208494
NAV1,ZBTB24,-,6.56008687258687
